issn;periodico;Ajuste_SBC;link_scopus;percentil;Qualis_Final;data-atualizacao;data-tentativa;logs
1477-8424;COMPUTER LANGUAGES, SYSTEMS & STRUCTURES;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=27865;57;A4;08/05/2023 21:59;08/05/2023 21:59;atualizado com sucesso
0104-4230;REVISTA DA ASSOCIAÇÃO MÉDICA BRASILEIRA;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=27990;53;A4;08/05/2023 21:59;08/05/2023 21:59;atualizado com sucesso
0104-4230;REVISTA DA ASSOCIAÇÃO MÉDICA BRASILEIRA (1992. IMPRESSO);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=27990;53;A4;08/05/2023 21:59;08/05/2023 21:59;atualizado com sucesso
0963-5483;COMBINATORICS, PROBABILITY & COMPUTING (PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=28070;62;A4;08/05/2023 21:59;08/05/2023 21:59;atualizado com sucesso
0925-7721;COMPUTATIONAL GEOMETRY;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=28456;57;A4;08/05/2023 21:59;08/05/2023 21:59;atualizado com sucesso
0022-2488;JOURNAL OF MATHEMATICAL PHYSICS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=28544;61;A4;08/05/2023 21:59;08/05/2023 21:59;atualizado com sucesso
0943-4062;COMPUTATIONAL STATISTICS (ZEITSCHRIFT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=28930;51;A4;08/05/2023 21:59;08/05/2023 21:59;atualizado com sucesso
1066-5277;JOURNAL OF COMPUTATIONAL BIOLOGY;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=29581;60;A4;08/05/2023 21:59;08/05/2023 21:59;atualizado com sucesso
0066-782X;ARQUIVOS BRASILEIROS DE CARDIOLOGIA (IMPRESSO);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=33067;50;A4;08/05/2023 21:59;08/05/2023 21:59;atualizado com sucesso
0219-6913;INTERNATIONAL JOURNAL OF WAVELETS, MULTIRESOLUTION AND INFORMATION PROCESSING;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=4000149107;54;A4;08/05/2023 21:59;08/05/2023 21:59;atualizado com sucesso
0103-8478;CIÊNCIA RURAL (UFSM. IMPRESSO);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=4000151812;51;A4;08/05/2023 21:59;08/05/2023 21:59;atualizado com sucesso
1473-8716;INFORMATION VISUALIZATION (PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=4700151613;60;A4;08/05/2023 21:59;08/05/2023 21:59;atualizado com sucesso
1473-5504;INTERNATIONAL JOURNAL OF ASTROBIOLOGY (PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=4700152725;62;A4;08/05/2023 21:59;08/05/2023 21:59;atualizado com sucesso
1550-4832;ACM JOURNAL ON EMERGING TECHNOLOGIES IN COMPUTING SYSTEMS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=4700152798;55;A4;08/05/2023 21:59;08/05/2023 21:59;atualizado com sucesso
1683-1470;DATA SCIENCE JOURNAL;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=4700152809;52;A4;08/05/2023 21:59;08/05/2023 21:59;atualizado com sucesso
0188-7009;ADVANCES IN APPLIED CLIFFORD ALGEBRAS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=4900152804;57;A4;08/05/2023 21:59;08/05/2023 21:59;atualizado com sucesso
0102-7972;PSICOLOGIA: REFLEXÃO E CRÍTICA (UFRGS. IMPRESSO);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=5000155903;50;A4;08/05/2023 21:59;08/05/2023 21:59;atualizado com sucesso
1607-4041;REVISTA ELECTRÓNICA DE INVESTIGACIÓN EDUCATIVA;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=5000159706;57;A4;08/05/2023 21:59;08/05/2023 21:59;atualizado com sucesso
1751-858X;IET CIRCUITS, DEVICES & SYSTEMS (PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=5400152712;50;A4;08/05/2023 21:59;08/05/2023 21:59;atualizado com sucesso
1751-8814;IET SOFTWARE (ONLINE);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=5400152714;59;A4;08/05/2023 21:59;08/05/2023 21:59;atualizado com sucesso
1751-8806;IET SOFTWARE (PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=5400152714;59;A4;08/05/2023 21:59;08/05/2023 21:59;atualizado com sucesso
1610-2940;JOURNAL OF MOLECULAR MODELING (PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=57844;58;A4;08/05/2023 21:59;08/05/2023 21:59;atualizado com sucesso
1748-7188;ALGORITHMS FOR MOLECULAR BIOLOGY;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=5800179604;61;A4;08/05/2023 21:59;08/05/2023 21:59;atualizado com sucesso
1387-5868;SPATIAL COGNITION AND COMPUTATION;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=5800208235;53;A4;08/05/2023 21:59;08/05/2023 21:59;atualizado com sucesso
1863-2386;SERVICE ORIENTED COMPUTING AND APPLICATIONS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=6100153019;62;A4;08/05/2023 21:59;08/05/2023 21:59;atualizado com sucesso
1863-1703;SIGNAL, IMAGE AND VIDEO PROCESSING;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=6200180165;61;A4;08/05/2023 21:59;08/05/2023 21:59;atualizado com sucesso
1863-1711;SIGNAL, IMAGE AND VIDEO PROCESSING;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=6200180165;61;A4;08/05/2023 21:59;08/05/2023 21:59;atualizado com sucesso
1863-1703;SIGNAL, IMAGE AND VIDEO PROCESSING (PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=6200180165;61;A4;08/05/2023 21:59;08/05/2023 21:59;atualizado com sucesso
1744-263X;INTERNATIONAL JOURNAL OF METADATA, SEMANTICS AND ONTOLOGIES;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=8300153137;51;A4;08/05/2023 21:59;08/05/2023 21:59;atualizado com sucesso
1744-2621;INTERNATIONAL JOURNAL OF METADATA, SEMANTICS AND ONTOLOGIES (PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=8300153137;51;A4;08/05/2023 21:59;08/05/2023 21:59;atualizado com sucesso
0959-8324;MICROELECTRONICS JOURNAL;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=9500153939;53;A4;08/05/2023 21:59;08/05/2023 21:59;atualizado com sucesso
1809-4430;REVISTA ENGENHARIA AGRÍCOLA (ON-LINE);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=101441;45;B1;08/05/2023 21:59;08/05/2023 21:59;atualizado com sucesso
1875-0931;JOURNAL ON CHAIN AND NETWORK SCIENCE (ONLINE);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=10600153310;42;B1;08/05/2023 21:59;08/05/2023 21:59;atualizado com sucesso
1661-8270;MATHEMATICS IN COMPUTER SCIENCE;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=10900153313;38;B1;08/05/2023 21:59;08/05/2023 21:59;atualizado com sucesso
1872-2083;RECENT PATENTS ON BIOTECHNOLOGY;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=11500153510;45;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
1981-5344;PERSPECTIVAS EM CIÊNCIA DA INFORMAÇÃO;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=11700154713;43;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
1981-5344;PERSPECTIVAS EM CIÊNCIA DA INFORMAÇÃO;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=11700154713;43;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
1413-9936;PERSPECTIVAS EM CIÊNCIA DA INFORMAÇÃO (IMPRESSO);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=11700154713;43;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
1349-4198;INTERNATIONAL JOURNAL OF INNOVATIVE COMPUTING, INFORMATION & CONTROL;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=12000154489;45;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
1414-3283;INTERFACE (BOTUCATU. IMPRESSO);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=12045;48;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
1807-5762;INTERFACE (UNI/UNESP);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=12045;48;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
1807-1953;JICS. JOURNAL OF INTEGRATED CIRCUITS AND SYSTEMS (ED. PORTUGUÊS);2;https://www.scopus.com/source/sourceInfo.url?sourceId=12100154936;8;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
0378-3758;JOURNAL OF STATISTICAL PLANNING AND INFERENCE;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=12136;44;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
0267-6192;COMPUTER SYSTEMS SCIENCE AND ENGINEERING;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=12324;45;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
1064-2307;JOURNAL OF COMPUTER AND SYSTEMS SCIENCES INTERNATIONAL;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=12961;42;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
0399-0559;RAIRO. RECHERCHE OPÉRATIONNELLE;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=12991;48;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
1290-3868;RECHERCHE OPÉRATIONNELLE;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=12991;48;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
1612-4782;COGNITIVE PROCESSING (PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=130113;39;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
0024-2160;LIBRARY (LONDON);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=13964;42;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
1741-8488;INTERNATIONAL JOURNAL OF GRID AND UTILITY COMPUTING (ONLINE);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=14100154713;44;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
1471-2377;BMC NEUROLOGY (ONLINE);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=14258;48;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
0020-0190;INFORMATION PROCESSING LETTERS (PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=14388;46;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
1343-8875;JOURNAL OF VISUALIZATION;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=14429;49;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
1469-0268;INTERNATIONAL JOURNAL OF COMPUTATIONAL INTELLIGENCE AND APPLICATIONS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=14500154706;46;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
1546-4261;COMPUTER ANIMATION AND VIRTUAL WORLDS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=145508;46;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
1618-2510;STATISTICAL METHODS & APPLICATIONS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=145729;45;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
0167-7152;STATISTICS AND PROBABILITY LETTERS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=14794;48;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
0003-6072;ANTONIE VAN LEEUWENHOEK (GEDRUKT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=14944;38;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
0001-5903;ACTA INFORMATICA;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=15012;43;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
1687-6180;EURASIP JOURNAL ON ADVANCES IN SIGNAL PROCESSING (ONLINE);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=15300154801;48;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
0736-6205;BIOTECHNIQUES;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=15459;48;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
1206-212X;INTERNATIONAL JOURNAL OF COMPUTERS & APPLICATIONS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=15484;45;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
1532-5008;ELECTRIC POWER COMPONENTS AND SYSTEMS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=16031;49;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
0020-7454;INTERNATIONAL JOURNAL OF NEUROSCIENCE;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=16177;39;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
0883-8542;APPLIED ENGINEERING IN AGRICULTURE;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=16190;49;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
0165-0270;JOURNAL OF NEUROSCIENCE METHODS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=16765;49;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
1532-3145;JOURNAL OF COMPUTER ASSISTED TOMOGRAPHY (ONLINE);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=17210;49;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
1755-8794;BMC MEDICAL GENOMICS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=17300154707;46;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
1865-1348;LECTURE NOTES IN BUSINESS INFORMATION PROCESSING;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=17500155101;44;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
1687-8450;JOURNAL OF ONCOLOGY;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=17600155049;47;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
1607-9264;JOURNAL OF INTERNET TECHNOLOGY;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=17604;42;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
1807-8664;ACTA SCIENTIARUM. TECHNOLOGY (ONLINE);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=18300156736;40;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
0925-4773;MECHANISMS OF DEVELOPMENT;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=18579;39;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
1752-5055;INTERNATIONAL JOURNAL OF COMPUTING SCIENCE AND MATHEMATICS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=18700156724;43;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
0219-5259;ADVANCES IN COMPLEX SYSTEMS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=18761;43;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
1350-4851;APPLIED ECONOMICS LETTERS (PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=18769;48;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
1678-5150;PESQUISA VETERINÁRIA BRASILEIRA (ONLINE);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=18819;47;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
0860-8229;METROLOGIA I SYSTEMY POMIAROWE / METROLOGY AND MEASURING SYSTEMS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=19200156954;44;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
0952-8091;INTERNATIONAL JOURNAL OF COMPUTER APPLICATIONS IN TECHNOLOGY;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=19266;47;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
1519-0501;PESQUISA BRASILEIRA EM ODONTOPEDIATRIA E CLÍNICA INTEGRADA (IMPRESSO);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=19300156929;41;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
1942-3454;ACM TRANSACTIONS ON COMPUTATION THEORY;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=19700166602;43;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
1980-5764;DEMENTIA & NEUROPSYCHOLOGIA;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=19700172802;38;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
0120-5609;INGENIERIA E INVESTIGACION;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=19700173003;44;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
1392-124X;INFORMACINÉS TECHNOLOGIJOS IR VALDYMAS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=19700174611;46;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
1875-905X;MOBILE INFORMATION SYSTEMS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=19700174653;43;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
1860-5974;LOGICAL METHODS IN COMPUTER SCIENCE (Open Access);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=19700175752;47;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
1230-3429;TOPOLOGICAL METHODS IN NONLINEAR ANALYSIS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=19700177501;38;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
2190-7188;HEALTH AND TECHNOLOGY;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=19700182124;45;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
1938-0194;INTERNATIONAL JOURNAL OF WEB PORTALS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=19700186854;46;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
1687-5877;INTERNATIONAL JOURNAL OF ANTENNAS AND PROPAGATION (ONLINE);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=19700186861;48;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
1687-5869;INTERNATIONAL JOURNAL OF ANTENNAS AND PROPAGATION (PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=19700186861;48;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
1940-2503;COMPUTATIONAL THERMAL SCIENCES;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=19700186875;44;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
2175-9146;JOURNAL OF AEROSPACE TECHNOLOGY AND MANAGEMENT (ONLINE);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=19700188347;45;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
1845-6421;JOURNAL OF COMMUNICATIONS SOFTWARE AND SYSTEMS (JCSS);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=19900191968;38;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
1940-087X;JOURNAL OF VISUALIZED EXPERIMENTS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=19900191993;46;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
1935-7524;ELECTRONIC JOURNAL OF STATISTICS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=19900192726;49;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
1178-6949;ADVANCES AND APPLICATIONS IN BIOINFORMATICS AND CHEMISTRY;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=19900192734;44;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
1944-3277;STANDARDS IN GENOMIC SCIENCES;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=19900195049;40;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
2076-0930;INTERNATIONAL JOURNAL OF COMMUNICATION NETWORKS AND INFORMATION SECURITY (PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=19900195075;45;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
0092-2102;INTERFACES;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=19929;45;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
1861-2121;INTERNATIONAL JOURNAL OF ONLINE ENGINEERING;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=20000195073;39;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
2231-525X;INTERNATIONAL JOURNAL OF IMAGING AND ROBOTICS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=20500195139;39;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
1432-4350;THEORY OF COMPUTING SYSTEMS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=20573;44;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
1947-8518;INTERNATIONAL JOURNAL OF VIRTUAL AND PERSONAL LEARNING ENVIRONMENTS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=21100200659;47;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
1633-1311;INGÉNIERIE DES SYSTEMES D'INFORMATION;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=21100202935;44;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
0718-5006;FORMACIÓN UNIVERSITARIA;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=21100211373;49;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
2178-938X;RAE (ON-LINE);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=21100212700;44;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
2195-3899;JOURNAL OF CONTROL, AUTOMATION AND ELECTRICAL SYSTEMS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=21100244214;47;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
2195-3880;JOURNAL OF CONTROL, AUTOMATION AND ELECTRICAL SYSTEMS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=21100244214;47;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
1935-5688;INTERNATIONAL JOURNAL OF INFORMATION SYSTEMS IN THE SERVICE SECTOR;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=21100266730;46;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
2306-0212;BULLETIN OF THE TECHNICAL COMMITTEE ON LEARNING TECHNOLOGY;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=21100285431;48;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
1477-8386;INTERNATIONAL JOURNAL OF LEARNING TECHNOLOGY (PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=21100405538;45;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
2359-4292;ARCHIVES OF ENDOCRINOLOGY AND METABOLISM;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=21100422060;42;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
2192-6670;NETWORK MODELING ANALYSIS IN HEALTH INFORMATICS AND BIOINFORMATICS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=21100781975;44;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
2057-1976;BIOMEDICAL PHYSICS & ENGINEERING EXPRESS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=21100788266;49;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
1616-8658;FUZZY INFORMATION AND ENGINEERING;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=21100826286;47;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
1793-8309;DISCRETE MATHEMATICS, ALGORITHMS AND APPLICATIONS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=21100837973;44;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
1537-2456;INTERNATIONAL JOURNAL ON E-LEARNING;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=21100865401;47;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
2158-107X;INTERNATIONAL JOURNAL OF ADVANCED COMPUTER SCIENCE AND APPLICATIONS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=21100867241;43;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
2442-6571;INTERNATIONAL JOURNAL OF ADVANCES IN INTELLIGENT INFORMATICS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=21100890645;45;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
1679-396X;MARINE SYSTEMS & OCEAN TECHNOLOGY;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=21100900330;48;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
1678-765X;REVISTA DIGITAL DE BIBLIOTECONOMIA E CIÊNCIA DA INFORMAÇÃO;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=21100901898;47;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
2311-5521;FLUIDS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=21100902013;47;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
2010-3689;INTERNATIONAL JOURNAL OF INFORMATION AND EDUCATION TECHNOLOGY;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=21100921050;42;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
2631-9810;JOURNAL OF APPLIED LOGICS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=21100925611;42;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
2691-1957;ACM TRANSACTIONS ON COMPUTING FOR HEALTHCARE;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=21101079108;41;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
0167-6377;OPERATIONS RESEARCH LETTERS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=22202;44;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
0166-5316;PERFORMANCE EVALUATION;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=22313;48;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
0366-7022;CHEMISTRY LETTERS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=23418;46;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
0361-0918;COMMUNICATIONS IN STATISTICS. SIMULATION AND COMPUTATION;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=23526;49;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
1532-4141;COMMUNICATIONS IN STATISTICS. SIMULATION AND COMPUTATION,;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=23526;49;B1;08/05/2023 22:00;08/05/2023 22:00;atualizado com sucesso
